Table 1,,,,,,,,,,,,,,,,
ObjectID,Dbnum,Database,Zone,Region,SubRegion,Sample ID,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Age,Age_er_max,Age_er_min,Indicator,Indicative meaning
1152,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,W-2494,41.817,-70.085,-8.52,3.14,3.14,5373,801,801,Fresh peat,Below MTL
1153,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,OS-18551,41.583,-70.383,-8.12,0.7,0.7,5261,207,207,plant fragments,Below MTL
1154,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,OS-18549,41.583,-70.4,-8.02,0.7,0.7,4844,117,117,Undiff peat,Below MTL
1155,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,I-1967,41.84,-69.97,-2.39,0.57,0.57,2382,323,323,Undiff peat,Below MTL
1156,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,I-1968,41.84,-69.97,-4.46,0.57,0.57,3725,250,250,Undiff peat,Below MTL
1157,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,W-1093,41.73,-70.38,-4.85,0.54,0.54,5512,883,883,Oak wood,Below MTL
1158,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,W-639,41.7,-70.317,1.46,0.53,0.53,368,368,368,Fresh peat,Below MTL
1159,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,W-1099,41.73,-70.38,-3.11,0.22,0.22,3426,804,804,Fresh peat,Below MTL
1160,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,W-570,41.633,-70.333,-2,0.26,0.26,2170,537,537,chaemocypris log,Below MTL
1161,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,W-584,41.633,-70.333,-1.1,0.53,0.53,2062,641,641,Fresh peat,Below MTL
1162,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,W-3386,41.45,-70.937,-20.07,0.73,0.73,9156,739,739,Fresh peat,Below MTL
1163,2,NorthAmerica,1,USAtlantic,Southern Massachusetts,W-3394,41.482,-70.86,-16.28,0.72,0.72,8454,574,574,Fresh peat,Below MTL
1164,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.278,-72.65,-1.61,0.63,0.63,985,190,190,Sp,HAT-MTL
1165,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-14518,41.266,-72.515,-1.86,0.51,0.51,1617,195,195,Sp/Ds,HAT-MTL
1166,2,NorthAmerica,1,USAtlantic,Connecticut,OS-26454,41.332,-71.864,-0.52,0.31,0.31,217,217,217,Sp/Jg,HAT-MTL
1167,2,NorthAmerica,1,USAtlantic,Connecticut,OS-29654,41.332,-71.864,-0.57,0.31,0.31,128,128,128,Sp/Jg,HAT-MTL
1168,2,NorthAmerica,1,USAtlantic,Connecticut,OS-27765,41.332,-71.864,-0.63,0.31,0.31,214,214,214,Sp/Jg,HAT-MTL
1169,2,NorthAmerica,1,USAtlantic,Connecticut,OS-26452,41.332,-71.864,-0.73,0.31,0.31,384,92,92,Sp/Jg,HAT-MTL
1170,2,NorthAmerica,1,USAtlantic,Connecticut,OS-29653,41.332,-71.864,-0.82,0.31,0.31,393,86,86,Sp,HAT-MTL
1171,2,NorthAmerica,1,USAtlantic,Connecticut,OS-27764,41.332,-71.864,-0.91,0.31,0.31,576,67,67,Sp,HAT-MTL
1172,2,NorthAmerica,1,USAtlantic,Connecticut,OS-33644,41.332,-71.864,-0.94,0.31,0.31,544,78,78,Sp,HAT-MTL
1173,2,NorthAmerica,1,USAtlantic,Connecticut,OS-29652,41.332,-71.864,-1.03,0.31,0.31,587,63,63,Sp,HAT-MTL
1174,2,NorthAmerica,1,USAtlantic,Connecticut,UtC-9139,41.261,-72.849,-3.92,0.45,0.45,3301,80,80,Ds,HAT-MTL
1175,2,NorthAmerica,1,USAtlantic,Connecticut,UtC-9140,41.25,-72.86,-3.08,0.45,0.45,2907,111,111,Ds,HAT-MTL
1176,2,NorthAmerica,1,USAtlantic,Connecticut,UtC-9262,41.256,-72.839,-2.25,0.45,0.45,2148,153,153,Ds,HAT-MTL
1177,2,NorthAmerica,1,USAtlantic,Connecticut,UtC-10439,41.251,-72.856,-1.57,0.45,0.45,1448,88,88,Ds,HAT-MTL
1178,2,NorthAmerica,1,USAtlantic,Connecticut,UtC-10440,41.251,-72.856,-1.2,0.45,0.45,1066,105,105,Ds,HAT-MTL
1179,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.269,-72.681,-1.44,0.66,0.66,1102,138,138,Sa,HAT-MTL
1180,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.269,-72.681,-1.11,0.63,0.63,409,102,102,Sp,HAT-MTL
1181,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.278,-72.65,-0.77,0.63,0.63,141,141,141,Sp,HAT-MTL
1182,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.278,-72.65,-0.8,0.63,0.63,148,148,148,Sp,HAT-MTL
1183,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.277,-72.641,-1.4,0.63,0.63,952,214,214,Sp,HAT-MTL
1184,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.277,-72.641,-2.03,0.63,0.63,1707,160,160,Sp,HAT-MTL
1185,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.269,-72.681,-0.35,0.52,0.52,141,141,141,Sa,HAT-MTL
1186,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.269,-72.681,-0.73,0.52,0.52,593,71,71,Sa,HAT-MTL
1187,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.278,-72.65,-0.22,0.52,0.52,134,134,134,Sa,HAT-MTL
1188,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.278,-72.65,-0.43,0.52,0.52,465,150,150,Sa,HAT-MTL
1189,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.278,-72.65,-0.62,0.52,0.52,594,86,86,Sa,HAT-MTL
1190,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.277,-72.641,-0.35,0.52,0.52,214,214,214,Sa,HAT-MTL
1191,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.277,-72.641,-0.63,0.52,0.52,627,95,95,Sa,HAT-MTL
1192,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.277,-72.641,-1.48,0.52,0.52,1620,201,201,Sa,HAT-MTL
1193,2,NorthAmerica,1,USAtlantic,Connecticut,2178-13,41.265,-72.508,-1.04,0.45,0.45,402,96,96,Ds,HAT-MTL
1194,2,NorthAmerica,1,USAtlantic,Connecticut,2181-13,41.265,-72.508,-1.48,0.45,0.45,1000,63,63,Ds,HAT-MTL
1195,2,NorthAmerica,1,USAtlantic,Connecticut,2002-F,41.265,-72.508,-1.23,0.45,0.45,559,57,57,Ds,HAT-MTL
1196,2,NorthAmerica,1,USAtlantic,Connecticut,2164-1,41.265,-72.508,-1.39,0.45,0.45,1061,105,105,Ds,HAT-MTL
1197,2,NorthAmerica,1,USAtlantic,Connecticut,2173-6.5,41.265,-72.508,-1.03,0.45,0.45,412,93,93,Ds,HAT-MTL
1198,2,NorthAmerica,1,USAtlantic,Connecticut,2789-6.5,41.265,-72.508,-0.51,0.45,0.45,148,148,148,Ds,HAT-MTL
1199,2,NorthAmerica,1,USAtlantic,Connecticut,2179-13,41.265,-72.508,-0.53,0.26,0.26,415,95,95,Sa,HAT-MTL
1200,2,NorthAmerica,1,USAtlantic,Connecticut,2180-13,41.265,-72.508,-0.67,0.26,0.26,572,75,75,Sa,HAT-MTL
1201,2,NorthAmerica,1,USAtlantic,Connecticut,1999-F,41.265,-72.508,-1.26,0.26,0.26,1353,57,57,Sa,HAT-MTL
1202,2,NorthAmerica,1,USAtlantic,Connecticut,2000-F,41.265,-72.508,-1.09,0.26,0.26,1275,96,96,Sa,HAT-MTL
1203,2,NorthAmerica,1,USAtlantic,Connecticut,2003-F,41.265,-72.508,-0.56,0.26,0.26,438,96,96,Sa,HAT-MTL
1204,2,NorthAmerica,1,USAtlantic,Connecticut,2005-F,41.265,-72.508,-0.27,0.26,0.26,398,90,90,Sa,HAT-MTL
1205,2,NorthAmerica,1,USAtlantic,Connecticut,2004-F,41.265,-72.508,-0.41,0.26,0.26,575,73,73,Sa,HAT-MTL
1206,2,NorthAmerica,1,USAtlantic,Connecticut,2166-6.5,41.265,-72.508,0.17,0.26,0.26,140,140,140,Sa,HAT-MTL
1207,2,NorthAmerica,1,USAtlantic,Connecticut,2167-6.5,41.265,-72.508,-0.07,0.26,0.26,152,152,152,Sa,HAT-MTL
1208,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-14519,41.266,-72.515,-2.15,0.53,0.53,1720,103,103,Sp,HAT-MTL
1209,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-14520,41.266,-72.515,-1.57,0.76,0.76,1814,81,81,Sa,HAT-MTL
1210,2,NorthAmerica,1,USAtlantic,Connecticut,QC-1016,41.2,-73,-1.87,0.97,0.97,1441,422,422,Salt peat,HAT-MTL
1211,2,NorthAmerica,1,USAtlantic,Connecticut,QC-1010,41.2,-73,-5.27,0.97,0.97,3969,267,267,Salt peat,HAT-MTL
1212,2,NorthAmerica,1,USAtlantic,Connecticut,QC-1012,41.2,-73,-4.17,0.97,0.97,3781,308,308,Salt peat,HAT-MTL
1213,2,NorthAmerica,1,USAtlantic,Connecticut,QC-1017,41.2,-73,-3.2,0.97,0.97,3124,248,248,Salt peat,HAT-MTL
1214,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.277,-72.641,-1.79,0.78,0.78,1133,155,155,Plant frags,HAT-MTL
1215,2,NorthAmerica,1,USAtlantic,Connecticut,QC-1013,41.26,-72.35,-6.87,0.84,0.84,5446,463,463,Salt peat,HAT-MTL
1216,2,NorthAmerica,1,USAtlantic,Connecticut,QC101413BC,41.26,-72.35,-6.37,0.84,0.84,4247,609,609,Salt peat,HAT-MTL
1217,2,NorthAmerica,1,USAtlantic,Connecticut,QC-1014A,41.26,-72.35,-6.57,0.84,0.84,5114,466,466,Salt peat,HAT-MTL
1218,2,NorthAmerica,1,USAtlantic,Connecticut,W-1082,41.37,-71.95,-3.6,0.4,0.4,2978,630,630,Undiff peat,Below MTL
1219,2,NorthAmerica,1,USAtlantic,Connecticut,Y-840,41.25,-72.81,0.36,0.48,0.48,820,246,246,Wood,Below MTL
1220,2,NorthAmerica,1,USAtlantic,Connecticut,W-945,41.3,-72.75,-9.08,0.51,0.51,6773,469,469,Undiff peat,Below MTL
1221,2,NorthAmerica,1,USAtlantic,Connecticut,Y-843,41.34,-72.88,-4.37,0.56,0.56,7660,322,322,Wood,Below MTL
1222,2,NorthAmerica,1,USAtlantic,Connecticut,Not Stated,41.269,-72.681,-0.08,0.48,0.48,716,183,183,Wood,Below MTL
1223,2,NorthAmerica,1,USAtlantic,Connecticut,Y-855,41.27,-72.66,0.03,0.48,0.48,1116,160,160,Wood,Below MTL
1224,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-14515,41.265,-72.508,-3.8,0.22,0.22,4365,204,204,Sedge peat,Below MTL
1225,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-14514,41.265,-72.508,-4.93,0.22,0.22,4872,159,159,Sedge peat,Below MTL
1226,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-14513,41.265,-72.508,-5.97,0.22,0.22,5450,131,131,Sedge peat,Below MTL
1227,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-14512,41.265,-72.508,-7.28,0.23,0.23,6100,167,167,Sedge peat,Below MTL
1228,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-14511,41.265,-72.508,-7.35,0.23,0.23,6692,189,189,Sedge peat,Below MTL
1229,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-14510,41.265,-72.508,-8.48,0.23,0.23,6321,115,115,Sedge peat,Below MTL
1230,2,NorthAmerica,1,USAtlantic,Connecticut,Y-1056,41.265,-72.508,-7.11,0.48,0.48,5475,413,413,sedge peat,Below MTL
1231,2,NorthAmerica,1,USAtlantic,Connecticut,Y-1057,41.265,-72.508,-4.5,0.49,0.49,3849,371,371,sedge peat,Below MTL
1232,2,NorthAmerica,1,USAtlantic,Connecticut,Y-1058,41.265,-72.508,-3.6,0.49,0.49,3756,393,393,sedge peat,Below MTL
1233,2,NorthAmerica,1,USAtlantic,Connecticut,Y-1074,41.265,-72.508,-9.69,0.5,0.5,7021,227,227,sedge peat,Below MTL
1234,2,NorthAmerica,1,USAtlantic,Connecticut,Y-1175,41.265,-72.508,-1.56,0.51,0.51,3196,241,241,sedge peat,Below MTL
1235,2,NorthAmerica,1,USAtlantic,Connecticut,Y-1176,41.265,-72.508,-2.27,0.5,0.5,3465,220,220,sedge peat,Below MTL
1236,2,NorthAmerica,1,USAtlantic,Connecticut,Y-1177,41.265,-72.508,-4.77,0.5,0.5,5612,287,287,Wood,Below MTL
1237,2,NorthAmerica,1,USAtlantic,Connecticut,Y-1055,41.16,-72.31,-8.94,0.5,0.5,7912,239,239,Undiff peat,Below MTL
1238,2,NorthAmerica,1,USAtlantic,Connecticut,2177-13,41.265,-72.508,0.43,0.17,0.17,153,153,153,Sr,Below MTL
1239,2,NorthAmerica,1,USAtlantic,Connecticut,2792-13,41.265,-72.508,0.01,0.17,0.17,410,95,95,Sr,Below MTL
1240,2,NorthAmerica,1,USAtlantic,Connecticut,2786-13,41.265,-72.508,-0.26,0.17,0.17,925,127,127,Sr,Below MTL
1241,2,NorthAmerica,1,USAtlantic,Connecticut,2182-13,41.265,-72.508,-0.57,0.17,0.17,1176,100,100,Sr,Below MTL
1242,2,NorthAmerica,1,USAtlantic,Connecticut,2001-F,41.265,-72.508,-0.42,0.16,0.16,1330,51,51,Sr,Below MTL
1243,2,NorthAmerica,1,USAtlantic,Connecticut,2163-1,41.265,-72.508,-0.26,0.17,0.17,1102,138,138,Sr,Below MTL
1244,2,NorthAmerica,1,USAtlantic,Connecticut,2165-1,41.265,-72.508,-0.48,0.17,0.17,1000,63,63,Sr,Below MTL
1245,2,NorthAmerica,1,USAtlantic,Connecticut,2168-6.5,41.265,-72.508,0.36,0.17,0.17,214,214,214,Sr,Below MTL
1246,2,NorthAmerica,1,USAtlantic,Connecticut,2169-6.5,41.265,-72.508,0.3,0.17,0.17,231,231,231,Sr,Below MTL
1247,2,NorthAmerica,1,USAtlantic,Connecticut,2170-6.5,41.265,-72.508,0.22,0.17,0.17,213,213,213,Sr,Below MTL
1248,2,NorthAmerica,1,USAtlantic,Connecticut,2171-6.5,41.265,-72.508,0.14,0.17,0.17,429,111,111,Sr,Below MTL
1249,2,NorthAmerica,1,USAtlantic,Connecticut,2172-6.5,41.265,-72.508,0.09,0.17,0.17,426,109,109,Sr,Below MTL
1250,2,NorthAmerica,1,USAtlantic,Connecticut,2174-6.5,41.265,-72.508,0,0.17,0.17,436,105,105,Sr,Below MTL
1251,2,NorthAmerica,1,USAtlantic,Connecticut,2175-6.5,41.265,-72.508,-0.08,0.17,0.17,567,60,60,Sr,Below MTL
1252,2,NorthAmerica,1,USAtlantic,Connecticut,2176-6.5,41.265,-72.508,-0.14,0.17,0.17,567,60,60,Sr,Below MTL
1253,2,NorthAmerica,1,USAtlantic,Connecticut,2790-6.5,41.265,-72.508,0.2,0.17,0.17,404,96,96,Sr,Below MTL
1254,2,NorthAmerica,1,USAtlantic,Connecticut,2794-6.5,41.265,-72.508,-0.14,0.17,0.17,484,150,150,Sr,Below MTL
1255,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-15007,41.28,-72.48,-8.22,0.24,0.24,6062,122,122,Sedge peat,Below MTL
1256,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-15556,41.266,-72.515,0.58,0.32,0.32,135,135,135,Sr,Below MTL
1257,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-15557,41.266,-72.515,0.15,0.32,0.32,652,83,83,Pa,Below MTL
1258,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-15595,41.266,-72.515,-0.4,0.3,0.3,1503,212,212,Pa,Below MTL
1259,2,NorthAmerica,1,USAtlantic,Connecticut,GrN-15596,41.266,-72.515,0.2,0.3,0.3,811,113,113,Pa,Below MTL
1260,2,NorthAmerica,1,USAtlantic,New York,QC-770,41.225,-73.967,-0.76,0.81,0.81,744,184,184,Salt peat,HAT-MTL
1261,2,NorthAmerica,1,USAtlantic,New York,QC-711,41.225,-73.967,-5.21,0.82,0.82,3961,321,321,Salt peat,HAT-MTL
1262,2,NorthAmerica,1,USAtlantic,New York,QC-772,41.225,-73.967,-1.76,0.81,0.81,1644,229,229,Salt peat,HAT-MTL
1263,2,NorthAmerica,1,USAtlantic,New York,QC-712,41.225,-73.967,-2.56,0.81,0.81,1946,339,339,Salt peat,HAT-MTL
1264,2,NorthAmerica,1,USAtlantic,New York,QC-773,41.225,-73.967,-2.56,0.81,0.81,2681,314,314,Salt peat,HAT-MTL
1265,2,NorthAmerica,1,USAtlantic,New York,QC-810,41.225,-73.967,-3.31,0.82,0.82,3199,248,248,Salt peat,HAT-MTL
1266,2,NorthAmerica,1,USAtlantic,New York,QC-709,41.225,-73.967,-3.34,0.82,0.82,2293,395,395,Salt peat,HAT-MTL
1267,2,NorthAmerica,1,USAtlantic,New York,QC-774,41.225,-73.967,-3.46,0.81,0.81,3268,289,289,Salt peat,HAT-MTL
1268,2,NorthAmerica,1,USAtlantic,New York,QC-811,41.225,-73.967,-3.61,0.82,0.82,2811,349,349,Salt peat,HAT-MTL
1269,2,NorthAmerica,1,USAtlantic,New York,QC-227,41.411,-73.948,-7.51,0.81,0.81,4844,421,421,Salt peat,HAT-MTL
1270,2,NorthAmerica,1,USAtlantic,New York,QC-692,41.406,-73.942,-9.46,0.83,0.83,5273,381,381,Salt peat,HAT-MTL
1271,2,NorthAmerica,1,USAtlantic,New York,QC-1039,41.406,-73.948,-1.8,0.82,0.82,2146,323,323,Salt peat,HAT-MTL
1272,2,NorthAmerica,1,USAtlantic,New York,QC-695,41.406,-73.942,-3.06,0.83,0.83,2534,219,219,Salt peat,HAT-MTL
1273,2,NorthAmerica,1,USAtlantic,New York,QC-226,41.411,-73.948,-3.71,0.8,0.8,2415,298,298,Salt peat,HAT-MTL
1274,2,NorthAmerica,1,USAtlantic,New York,QC-693,41.406,-73.942,-4.86,0.84,0.84,3392,308,308,Salt peat,HAT-MTL
1275,2,NorthAmerica,1,USAtlantic,New York,QC-276,41.411,-73.948,-5.96,0.8,0.8,4589,272,272,Salt peat,HAT-MTL
1276,2,NorthAmerica,1,USAtlantic,New York,QC-694,41.406,-73.942,-6.26,0.84,0.84,4147,365,365,Salt peat,HAT-MTL
1277,2,NorthAmerica,1,USAtlantic,New York,QC-341,41.611,-73.966,-3.11,0.8,0.8,2342,600,600,Salt peat,HAT-MTL
1278,2,NorthAmerica,1,USAtlantic,New York,QC-340,41.611,-73.966,-4.11,0.8,0.8,3160,288,288,Salt peat,HAT-MTL
1279,2,NorthAmerica,1,USAtlantic,New York,QC-343,41.611,-73.966,-5.81,0.8,0.8,5010,573,573,Salt peat,HAT-MTL
1280,2,NorthAmerica,1,USAtlantic,New York,QC-705,41.611,-73.966,-7.21,0.81,0.81,4862,421,421,Salt peat,HAT-MTL
1281,2,NorthAmerica,1,USAtlantic,New York,QC-686,41.611,-73.966,-8.31,0.83,0.83,5031,549,549,Salt peat,HAT-MTL
1282,2,NorthAmerica,1,USAtlantic,New York,QC-228,41.229,-73.931,-2.51,0.8,0.8,1783,214,214,Salt peat,HAT-MTL
1283,2,NorthAmerica,1,USAtlantic,New York,QC-221B,41.229,-73.931,-6.61,0.8,0.8,5229,351,351,Salt peat,HAT-MTL
1284,2,NorthAmerica,1,USAtlantic,New York,QC-264,41.229,-73.931,-6.81,0.8,0.8,5154,294,294,Salt peat,HAT-MTL
1285,2,NorthAmerica,1,USAtlantic,New York,QC-1043,41.299,-73.947,-7.64,0.83,0.83,5063,523,523,Salt peat,HAT-MTL
1286,2,NorthAmerica,1,USAtlantic,New York,QC-512,41.299,-73.947,-8.81,0.81,0.81,4649,931,931,Salt peat,HAT-MTL
1287,2,NorthAmerica,1,USAtlantic,New York,QC-509,41.299,-73.947,-9.31,0.8,0.8,5223,357,357,Salt peat,HAT-MTL
1288,2,NorthAmerica,1,USAtlantic,New York,QC-569,41.299,-73.947,-1.95,0.8,0.8,2579,265,265,Salt peat,HAT-MTL
1289,2,NorthAmerica,1,USAtlantic,New York,QC-568,41.299,-73.947,-4.02,0.8,0.8,3374,425,425,Salt peat,HAT-MTL
1290,2,NorthAmerica,1,USAtlantic,New York,QC-1041,41.292,-73.947,-4.31,0.81,0.81,3403,425,425,Salt peat,HAT-MTL
1291,2,NorthAmerica,1,USAtlantic,New York,QC-510,41.299,-73.947,-4.81,0.8,0.8,3347,469,469,Salt peat,HAT-MTL
1292,2,NorthAmerica,1,USAtlantic,New York,QC-721,41.299,-73.947,-5.56,0.81,0.81,3591,249,249,Salt peat,HAT-MTL
1293,2,NorthAmerica,1,USAtlantic,New York,QC-723,41.299,-73.947,-6.76,0.81,0.81,4395,417,417,Salt peat,HAT-MTL
1294,2,NorthAmerica,1,USAtlantic,New York,QC-505,41.244,-73.968,-3.21,0.8,0.8,3280,284,284,Salt peat,HAT-MTL
1295,2,NorthAmerica,1,USAtlantic,New York,QC-506,41.244,-73.968,-5.81,0.8,0.8,4187,611,611,Salt peat,HAT-MTL
1296,2,NorthAmerica,1,USAtlantic,New York,QC-737,41.025,-73.9,-5.66,0.81,0.81,4181,616,616,Salt peat,HAT-MTL
1297,2,NorthAmerica,1,USAtlantic,New York,QC-739,41.025,-73.9,-7.71,0.82,0.82,4173,248,248,Salt peat,HAT-MTL
1298,2,NorthAmerica,1,USAtlantic,New York,QC-261,41.025,-73.9,-8.35,0.81,0.81,5280,306,306,Salt peat,HAT-MTL
1299,2,NorthAmerica,1,USAtlantic,New York,QC-740,41.025,-73.9,-9.37,0.83,0.83,4845,744,744,Salt peat,HAT-MTL
1300,2,NorthAmerica,1,USAtlantic,New York,QC-741,41.025,-73.9,-9.71,0.83,0.83,5379,331,331,Salt peat,HAT-MTL
1301,2,NorthAmerica,1,USAtlantic,New York,QC-742,41.025,-73.9,-11.16,0.82,0.82,6054,387,387,Salt peat,HAT-MTL
1302,2,NorthAmerica,1,USAtlantic,New York,QC-808,41.025,-73.9,-11.16,0.84,0.84,6244,311,311,Salt peat,HAT-MTL
1303,2,NorthAmerica,1,USAtlantic,New York,QC-734,41.025,-73.9,-1.46,0.81,0.81,1313,250,250,Salt peat,HAT-MTL
1304,2,NorthAmerica,1,USAtlantic,New York,QC-735,41.025,-73.9,-3.06,0.81,0.81,2006,300,300,Salt peat,HAT-MTL
1305,2,NorthAmerica,1,USAtlantic,New York,QC-211,41.025,-73.9,-2.81,0.8,0.8,2346,396,396,Salt peat,HAT-MTL
1306,2,NorthAmerica,1,USAtlantic,New York,QC-736,41.025,-73.9,-4.56,0.81,0.81,2639,319,319,Salt peat,HAT-MTL
1307,2,NorthAmerica,1,USAtlantic,New York,QC-732,41.025,-73.9,-4.56,0.81,0.81,3135,253,253,Salt peat,HAT-MTL
1308,2,NorthAmerica,1,USAtlantic,New York,QC-730,41.025,-73.9,-5.26,0.81,0.81,3207,248,248,Salt peat,HAT-MTL
1309,2,NorthAmerica,1,USAtlantic,New York,QC-738,41.025,-73.9,-6.74,0.82,0.82,3571,350,350,Salt peat,HAT-MTL
1310,2,NorthAmerica,1,USAtlantic,New York,QC-262,41.025,-73.9,-4.86,0.81,0.81,3725,250,250,Salt peat,HAT-MTL
1311,2,NorthAmerica,1,USAtlantic,New York,Not Stated,41.136,-73.894,-11.4,0.12,0.12,3230,182,182,C. vir,Above MTL
1312,2,NorthAmerica,1,USAtlantic,New York,Not Stated,41.093,-73.886,-11.97,0.11,0.11,2169,166,166,C. vir,Above MTL
1313,2,NorthAmerica,1,USAtlantic,New York,Not Stated,41.056,-73.896,-6.57,0.12,0.12,2541,187,187,C. vir,Above MTL
1314,2,NorthAmerica,1,USAtlantic,New York,Not Stated,41.056,-73.896,-8.54,0.12,0.12,3063,199,199,C. vir,Above MTL
1315,2,NorthAmerica,1,USAtlantic,New York,Not Stated,41.048,-73.896,-8.18,0.12,0.12,3212,190,190,C. vir,Above MTL
1316,2,NorthAmerica,1,USAtlantic,New York,QC-1184,40.726,-74.011,-23.25,0.59,0.59,5812,377,377,Marine shell,Above MTL
1317,2,NorthAmerica,1,USAtlantic,New York,QC-1040,41.406,-73.948,-6.85,0.56,0.56,6882,595,595,basal peat,Below MTL
1318,2,NorthAmerica,1,USAtlantic,New York,QC-771,41.225,-73.967,-2.02,0.54,0.54,3058,290,290,Wood,Below MTL
1319,2,NorthAmerica,1,USAtlantic,New York,QC-691,41.406,-73.942,0.03,0.54,0.54,2421,1138,1138,Fresh peat,Below MTL
1320,2,NorthAmerica,1,USAtlantic,New York,QC-690,41.406,-73.942,-1.02,0.54,0.54,1352,206,206,Peat,Below MTL
1321,2,NorthAmerica,1,USAtlantic,New York,QC-731,41.025,-73.9,-3.93,0.53,0.53,3817,328,328,Wood,Below MTL
1322,2,NorthAmerica,1,USAtlantic,New York,QC-566,41.299,-73.947,-5.74,0.54,0.54,5321,272,272,Wood,Below MTL
1323,2,NorthAmerica,1,USAtlantic,New York,QC-565,41.299,-73.947,-7.47,0.54,0.54,6236,308,308,Wood,Below MTL
1324,2,NorthAmerica,1,USAtlantic,New York,QC-573,41.299,-73.947,-9.67,0.54,0.54,7113,306,306,wood,Below MTL
1325,2,NorthAmerica,1,USAtlantic,New York,QC-722,41.299,-73.947,-1.22,0.54,0.54,2436,283,283,Wood,Below MTL
1326,2,NorthAmerica,1,USAtlantic,New York,QC-1026,40.726,-74.012,-21.87,0.64,0.64,10384,703,703,Peat,Below MTL
1327,2,NorthAmerica,1,USAtlantic,New York,QC-1029,40.725,-74.011,-18.18,0.63,0.63,9103,374,374,Peat,Below MTL
1328,2,NorthAmerica,1,USAtlantic,New York,QC-1028,40.723,-74.016,-20.29,0.67,0.67,9854,368,368,Peat,Below MTL
1329,2,NorthAmerica,1,USAtlantic,New York,L-562,40.717,-74,-13.22,0.25,0.25,7382,199,199,Wood,Below MTL
1330,2,NorthAmerica,1,USAtlantic,New York,QC-1183,40.761,-74.013,-35.5,0.71,0.71,10863,338,338,Organic silt,Below MTL
1331,2,NorthAmerica,1,USAtlantic,New York,QC-1321,40.741,-74.011,-23.36,0.65,0.65,8883,512,512,Organic silt,Below MTL
1332,2,NorthAmerica,1,USAtlantic,New York,QC-1380,40.724,-74.016,-20.27,0.64,0.64,10242,810,810,Organic silt,Below MTL
1333,2,NorthAmerica,1,USAtlantic,New York,QC-1389,40.726,-74.016,-20.44,0.62,0.62,8521,470,470,Organic silt,Below MTL
1334,2,NorthAmerica,1,USAtlantic,New York,QC-1374,40.725,-74.016,-23.36,0.65,0.65,9770,461,461,Organic silt,Below MTL
1335,2,NorthAmerica,1,USAtlantic,New York,QC-809,41.025,-73.9,-10.47,0.59,0.59,7728,434,434,Peat,Below MTL
1336,2,NorthAmerica,2,USAtlantic,Long Island,QC-689,40.942,-73.481,-0.84,0.92,0.92,737,189,189,Salt peat,HAT-MTL
1337,2,NorthAmerica,2,USAtlantic,Long Island,QC-687,40.942,-73.481,-2.04,0.92,0.92,693,211,211,Salt peat,HAT-MTL
1338,2,NorthAmerica,2,USAtlantic,Long Island,QC-688,40.942,-73.481,-2.05,0.92,0.92,734,219,219,Salt peat,HAT-MTL
1339,2,NorthAmerica,2,USAtlantic,Long Island,QC-267,40.796,-73.831,-12.76,0.82,0.82,6428,420,420,Salt peat,HAT-MTL
